AUN,Name,Type,County,Race,PKA,PKP,PKF,K4A,K4P,K4F,K5A,K5P,K5F,001,002,003,004,005,006,007,008,009,010,011,012,Total,District,Majority
115218003,Shippensburg Area SD,SD,Cumberland,Multi-Racial,0,0,0,0,0,0,0,0,18,16,10,*,*,14,13,*,*,*,13,*,11,129,,#CALC!
115218003,Shippensburg Area SD,SD,Cumberland,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,0,*,*,12,,#CALC!
115218003,Shippensburg Area SD,SD,Cumberland,White,0,0,0,0,0,0,0,0,209,210,186,203,203,207,197,199,203,233,221,227,214,"2,712",,#CALC!
104107503,Slippery Rock Area SD,SD,Butler,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,*,0,*,0,*,,#CALC!
104107503,Slippery Rock Area SD,SD,Butler,Asian,0,0,0,0,0,0,0,0,*,*,*,0,0,0,*,0,*,*,*,*,*,22,,#CALC!
104107503,Slippery Rock Area SD,SD,Butler,Black or African American,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,26,,#CALC!
104107503,Slippery Rock Area SD,SD,Butler,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,0,*,*,*,*,0,27,,#CALC!
104107503,Slippery Rock Area SD,SD,Butler,Multi-Racial,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,39,,#CALC!
104107503,Slippery Rock Area SD,SD,Butler,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
104107503,Slippery Rock Area SD,SD,Butler,White,0,0,0,0,0,0,0,0,134,129,136,126,110,116,137,142,157,144,152,150,146,"1,779",,#CALC!
109427503,Smethport Area SD,SD,McKean,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
109427503,Smethport Area SD,SD,McKean,Asian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
109427503,Smethport Area SD,SD,McKean,Black or African American,0,0,*,0,0,0,0,0,0,*,0,*,*,*,*,*,*,0,0,0,0,11,,#CALC!
109427503,Smethport Area SD,SD,McKean,Hispanic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,*,,#CALC!
109427503,Smethport Area SD,SD,McKean,Multi-Racial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
109427503,Smethport Area SD,SD,McKean,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
109427503,Smethport Area SD,SD,McKean,White,0,0,39,0,0,0,0,0,48,50,47,54,46,50,53,68,62,58,64,56,51,746,,#CALC!
113367003,Solanco SD,SD,Lancaster,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,*,*,,#CALC!
113367003,Solanco SD,SD,Lancaster,Asian,0,0,0,0,0,0,0,0,0,*,*,*,0,*,*,*,*,*,*,*,*,17,,#CALC!
113367003,Solanco SD,SD,Lancaster,Black or African American,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,55,,#CALC!
113367003,Solanco SD,SD,Lancaster,Hispanic,0,0,0,0,0,0,*,*,*,18,20,26,22,27,22,23,19,26,29,25,21,298,,#CALC!
113367003,Solanco SD,SD,Lancaster,Multi-Racial,0,0,0,0,0,0,*,*,*,*,*,*,*,*,11,*,*,*,*,*,*,97,,#CALC!
113367003,Solanco SD,SD,Lancaster,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0,*,0,*,,#CALC!
113367003,Solanco SD,SD,Lancaster,White,0,0,0,0,0,0,62,42,70,195,202,172,175,189,213,188,204,237,229,217,238,"2,633",,#CALC!
108567703,Somerset Area SD,SD,Somerset,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,*,,#CALC!
108567703,Somerset Area SD,SD,Somerset,Asian,0,0,0,0,0,0,0,0,*,*,0,0,*,0,0,*,0,*,*,*,*,12,,#CALC!
108567703,Somerset Area SD,SD,Somerset,Black or African American,0,0,0,0,0,0,0,0,*,*,*,0,0,*,*,*,0,*,*,*,*,20,,#CALC!
108567703,Somerset Area SD,SD,Somerset,Hispanic,0,0,*,0,0,0,0,0,*,*,*,*,*,*,*,*,*,11,*,*,*,70,,#CALC!
108567703,Somerset Area SD,SD,Somerset,Multi-Racial,0,0,*,0,0,0,0,0,*,10,*,*,*,*,*,*,*,*,*,*,*,68,,#CALC!
108567703,Somerset Area SD,SD,Somerset,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
108567703,Somerset Area SD,SD,Somerset,White,0,0,56,0,0,0,0,0,162,129,136,140,127,119,130,140,137,147,155,121,168,"1,867",,#CALC!
108567807,Somerset County Technology Center,OCCCTC,Somerset,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,,#CALC!
108567807,Somerset County Technology Center,OCCCTC,Somerset,Asian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,*,,#CALC!
108567807,Somerset County Technology Center,OCCCTC,Somerset,Black or African American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,*,,#CALC!
108567807,Somerset County Technology Center,OCCCTC,Somerset,Hispanic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,,#CALC!
108567807,Somerset County Technology Center,OCCCTC,Somerset,Multi-Racial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,,#CALC!
108567807,Somerset County Technology Center,OCCCTC,Somerset,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
108567807,Somerset County Technology Center,OCCCTC,Somerset,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,177,171,165^,514,,#CALC!
123467103,Souderton Area SD,SD,Montgomery,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,*,0,*,*,*,*,*,*,*,*,*,*,15,,#CALC!
123467103,Souderton Area SD,SD,Montgomery,Asian,0,0,0,0,0,0,0,0,20,23,19,26,23,26,38,39,37,47,55,21,47,421,,#CALC!
123467103,Souderton Area SD,SD,Montgomery,Black or African American,0,0,0,0,0,0,0,0,18,15,21,27,21,27,31,21,25,22,25,25,26,304,,#CALC!
123467103,Souderton Area SD,SD,Montgomery,Hispanic,0,0,0,0,0,0,0,0,54,45,38,56,45,49,50,50,66,52,68,49,61,683,,#CALC!
123467103,Souderton Area SD,SD,Montgomery,Multi-Racial,0,0,0,0,0,0,0,0,25,18,*,*,*,*,*,*,*,0,*,*,*,76,,#CALC!
123467103,Souderton Area SD,SD,Montgomery,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,*,*,0,*,,#CALC!
123467103,Souderton Area SD,SD,Montgomery,White,0,0,0,0,0,0,0,0,275,322,291,302,351,361,325,366,391,429,425,392,435,"4,665",,#CALC!
123463370,Souderton CS Collaborative,CS,Montgomery,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
123463370,Souderton CS Collaborative,CS,Montgomery,Asian,0,0,0,0,0,0,0,0,11,12,*,*,*,*,*,*,*,0,0,0,0,71,,#CALC!
123463370,Souderton CS Collaborative,CS,Montgomery,Black or African American,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0,*,,#CALC!
123463370,Souderton CS Collaborative,CS,Montgomery,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,0,0,0,0,21,,#CALC!
123463370,Souderton CS Collaborative,CS,Montgomery,Multi-Racial,0,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,0,0,0,0,25,,#CALC!
123463370,Souderton CS Collaborative,CS,Montgomery,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,*,,#CALC!
123463370,Souderton CS Collaborative,CS,Montgomery,White,0,0,0,0,0,0,0,0,*,15^,15,16,14,14,15,13,12,0,0,0,0,120,,#CALC!
103028653,South Allegheny SD,SD,Allegheny,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,*,,#CALC!
103028653,South Allegheny SD,SD,Allegheny,Asian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,*,0,*,,#CALC!
103028653,South Allegheny SD,SD,Allegheny,Black or African American,0,0,0,0,0,0,0,0,12,11,*,*,*,*,13,10,11,*,17,*,*,123,,#CALC!
103028653,South Allegheny SD,SD,Allegheny,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,52,,#CALC!
103028653,South Allegheny SD,SD,Allegheny,Multi-Racial,0,0,0,0,0,0,0,0,11,12,*,14,11,11,12,13,*,*,10,*,*,136,,#CALC!
103028653,South Allegheny SD,SD,Allegheny,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
103028653,South Allegheny SD,SD,Allegheny,White,0,0,0,0,0,0,0,0,69,70,68,91,64,79,79,80,80,105,96,104,94,"1,079",,#CALC!
112676203,South Eastern SD,SD,York,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,*,*,0,0,0,*,*,*,0,0,*,*,*,11,,#CALC!
112676203,South Eastern SD,SD,York,Asian,0,0,0,0,0,0,0,0,*,*,0,*,*,0,*,*,*,*,*,0,*,22,,#CALC!
112676203,South Eastern SD,SD,York,Black or African American,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,67,,#CALC!
112676203,South Eastern SD,SD,York,Hispanic,0,0,0,0,0,0,0,0,10,*,*,*,*,*,*,*,*,*,*,*,*,76,,#CALC!
112676203,South Eastern SD,SD,York,Multi-Racial,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,10,73,,#CALC!
112676203,South Eastern SD,SD,York,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,0,*,0,0,0,*,,#CALC!
112676203,South Eastern SD,SD,York,White,0,0,0,0,0,0,0,0,157,191,159,178,164,162,193,184,182,164,169,149,157,"2,209",,#CALC!
103028703,South Fayette Township SD,SD,Allegheny,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,*,0,*,*,*,,#CALC!
103028703,South Fayette Township SD,SD,Allegheny,Asian,0,0,0,0,0,0,20^,40,*,50,51,68,69,75,59,69,65,56,52,51,45,768,,#CALC!
103028703,South Fayette Township SD,SD,Allegheny,Black or African American,0,0,0,0,0,0,*,0,*,10,*,*,10,*,*,*,*,*,*,*,*,67,,#CALC!
103028703,South Fayette Township SD,SD,Allegheny,Hispanic,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,69,,#CALC!
103028703,South Fayette Township SD,SD,Allegheny,Multi-Racial,0,0,0,0,0,0,*,*,0,24,12,18,12,14,15,14,*,18,14,11,10,178,,#CALC!
103028703,South Fayette Township SD,SD,Allegheny,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,*,0,0,*,0,0,0,0,0,0,*,0,*,,#CALC!
103028703,South Fayette Township SD,SD,Allegheny,White,0,0,0,0,0,0,87,80^,*,153,165,167,183,197,167,193,192,183,222,205,174,"2,374",,#CALC!
115218303,South Middleton SD,SD,Cumberland,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,*,0,0,*,0,0,0,0,0,0,*,*,,#CALC!
115218303,South Middleton SD,SD,Cumberland,Asian,0,0,0,0,0,0,0,0,20,11,11,19,20,12,10,11,*,19,*,*,*,159,,#CALC!
115218303,South Middleton SD,SD,Cumberland,Black or African American,0,0,0,0,0,0,0,0,*,*,*,*,*,*,0,*,*,*,*,*,*,36,,#CALC!
115218303,South Middleton SD,SD,Cumberland,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,*,*,0,*,*,*,*,*,*,46,,#CALC!
115218303,South Middleton SD,SD,Cumberland,Multi-Racial,0,0,0,0,0,0,0,0,*,*,*,*,12,*,11,*,10,15,10,*,*,112,,#CALC!
115218303,South Middleton SD,SD,Cumberland,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,*,*,0,0,*,0,0,0,0,0,*,*,,#CALC!
115218303,South Middleton SD,SD,Cumberland,White,0,0,0,0,0,0,0,0,109,136,104,123,138,135,155,131,122,181,147,171,172,"1,824",,#CALC!
112289998,South Mountain Secure Trmnt Unit,SJCI,Franklin,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
112289998,South Mountain Secure Trmnt Unit,SJCI,Franklin,Asian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
112289998,South Mountain Secure Trmnt Unit,SJCI,Franklin,Black or African American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,0,0,*,,#CALC!
112289998,South Mountain Secure Trmnt Unit,SJCI,Franklin,Hispanic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,,#CALC!
112289998,South Mountain Secure Trmnt Unit,SJCI,Franklin,Multi-Racial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
112289998,South Mountain Secure Trmnt Unit,SJCI,Franklin,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
112289998,South Mountain Secure Trmnt Unit,SJCI,Franklin,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,*,*,,#CALC!
103028753,South Park SD,SD,Allegheny,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,*,,#CALC!
103028753,South Park SD,SD,Allegheny,Asian,0,0,0,0,0,0,0,0,*,11,10,10,*,*,*,*,*,*,*,0,*,86,,#CALC!
103028753,South Park SD,SD,Allegheny,Black or African American,0,0,0,0,0,0,0,0,*,19,13,11,*,11,*,11,*,*,*,*,*,124,,#CALC!
103028753,South Park SD,SD,Allegheny,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,0,35,,#CALC!
103028753,South Park SD,SD,Allegheny,Multi-Racial,0,0,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,0,26,,#CALC!
103028753,South Park SD,SD,Allegheny,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0,*,,#CALC!
103028753,South Park SD,SD,Allegheny,White,0,0,0,0,0,0,0,0,94,125,98,110,118,124,122,104,111,137,116,122,130,"1,511",,#CALC!
127047404,South Side Area SD,SD,Beaver,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,*,*,0,0,*,,#CALC!
127047404,South Side Area SD,SD,Beaver,Asian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
127047404,South Side Area SD,SD,Beaver,Black or African American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,*,,#CALC!
127047404,South Side Area SD,SD,Beaver,Hispanic,0,0,0,0,0,0,0,0,0,*,*,0,*,*,0,0,0,0,0,0,*,*,,#CALC!
127047404,South Side Area SD,SD,Beaver,Multi-Racial,*,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,31,,#CALC!
127047404,South Side Area SD,SD,Beaver,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
127047404,South Side Area SD,SD,Beaver,White,16,0,0,0,0,0,0,0,56,79,72,60,71,55,65,68,64,69,77,64,79,895,,#CALC!
112676403,South Western SD,SD,York,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,*,*,*,0,0,0,*,,#CALC!
112676403,South Western SD,SD,York,Asian,0,0,0,0,0,0,0,0,*,*,*,*,*,0,*,*,*,*,*,10,*,63,,#CALC!
112676403,South Western SD,SD,York,Black or African American,0,0,0,0,0,0,0,0,*,12,17,14,19,12,15,18,18,26,19,21,15^,207,,#CALC!
112676403,South Western SD,SD,York,Hispanic,0,0,0,0,0,0,0,0,21,15,21,13,25,21,24,24,25,21,27,21,19,277,,#CALC!
112676403,South Western SD,SD,York,Multi-Racial,0,0,0,0,0,0,0,0,11,10,15,17,15,19,10,13,15,*,15^,17,15,175,,#CALC!
112676403,South Western SD,SD,York,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,*,*,*,0,*,*,*,*,0,0,0,0,*,,#CALC!
112676403,South Western SD,SD,York,White,0,0,0,0,0,0,0,0,284,294,258,291,281,292,268,290,317,286,292,256,299,"3,708",,#CALC!
117416103,South Williamsport Area SD,SD,Lycoming,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
117416103,South Williamsport Area SD,SD,Lycoming,Asian,0,0,0,0,0,0,0,0,0,*,0,*,*,0,0,0,*,*,0,*,*,11,,#CALC!
117416103,South Williamsport Area SD,SD,Lycoming,Black or African American,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,30,,#CALC!
117416103,South Williamsport Area SD,SD,Lycoming,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,0,*,28,,#CALC!
117416103,South Williamsport Area SD,SD,Lycoming,Multi-Racial,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,48,,#CALC!
117416103,South Williamsport Area SD,SD,Lycoming,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,*,,#CALC!
117416103,South Williamsport Area SD,SD,Lycoming,White,0,0,0,0,0,0,0,0,82,79,68,83,85,97,68,95,88,77,84,81,76,"1,063",,#CALC!
125238402,Southeast Delco SD,SD,Delaware,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,0,*,0,*,0,0,*,,#CALC!
125238402,Southeast Delco SD,SD,Delaware,Asian,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,69,,#CALC!
125238402,Southeast Delco SD,SD,Delaware,Black or African American,0,0,0,0,0,0,0,0,224,207,235,230,246,228,270,237,249,264,283,259,274,"3,206",,#CALC!
125238402,Southeast Delco SD,SD,Delaware,Hispanic,0,0,0,0,0,0,0,0,24,16,23,17,13,12,15,15,10,14,17,18,15,209,,#CALC!
125238402,Southeast Delco SD,SD,Delaware,Multi-Racial,0,0,0,0,0,0,0,0,19,15,16,*,16,17,13,22,15,*,12,10,*,180,,#CALC!
125238402,Southeast Delco SD,SD,Delaware,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,,#CALC!
125238402,Southeast Delco SD,SD,Delaware,White,0,0,0,0,0,0,0,0,31,32,27,41,32,27,39,30,42,29,29,33,64,456,,#CALC!
101306503,Southeastern Greene SD,SD,Greene,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
101306503,Southeastern Greene SD,SD,Greene,Asian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
101306503,Southeastern Greene SD,SD,Greene,Black or African American,0,0,0,0,0,0,0,0,*,*,0,0,*,0,0,*,0,0,*,0,0,*,,#CALC!
101306503,Southeastern Greene SD,SD,Greene,Hispanic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
101306503,Southeastern Greene SD,SD,Greene,Multi-Racial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,*,,#CALC!
101306503,Southeastern Greene SD,SD,Greene,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
101306503,Southeastern Greene SD,SD,Greene,White,0,0,0,0,0,0,0,0,54,52,37,49,41,42,44,32,36,49,45,49,41,571,,#CALC!
116197503,Southern Columbia Area SD,SD,Columbia,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,*,*,,#CALC!
116197503,Southern Columbia Area SD,SD,Columbia,Asian,0,0,0,0,0,0,0,0,0,*,*,0,*,0,0,*,0,*,*,0,0,*,,#CALC!
116197503,Southern Columbia Area SD,SD,Columbia,Black or African American,0,0,0,0,0,0,0,0,*,0,*,*,*,0,0,0,*,*,*,*,*,12,,#CALC!
116197503,Southern Columbia Area SD,SD,Columbia,Hispanic,0,0,0,0,0,0,0,0,0,*,*,0,*,*,*,*,*,*,*,*,*,28,,#CALC!
116197503,Southern Columbia Area SD,SD,Columbia,Multi-Racial,0,0,0,0,0,0,0,0,*,0,*,0,*,*,0,*,*,0,*,*,0,28,,#CALC!
116197503,Southern Columbia Area SD,SD,Columbia,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
116197503,Southern Columbia Area SD,SD,Columbia,White,0,0,0,0,0,0,0,0,78,93,94,78,85,84,103,81,108,90,84,92,89,"1,159",,#CALC!
111297504,Southern Fulton SD,SD,Fulton,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,*,*,,#CALC!
111297504,Southern Fulton SD,SD,Fulton,Asian,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0,*,*,0,*,,#CALC!
111297504,Southern Fulton SD,SD,Fulton,Black or African American,0,0,0,0,0,0,0,0,0,0,*,*,0,0,0,0,0,*,0,*,0,*,,#CALC!
111297504,Southern Fulton SD,SD,Fulton,Hispanic,0,0,0,0,0,0,0,0,*,*,*,0,*,0,*,0,*,0,*,*,0,15,,#CALC!
111297504,Southern Fulton SD,SD,Fulton,Multi-Racial,0,0,0,0,0,0,0,0,*,*,*,0,*,*,*,0,*,*,*,0,*,13,,#CALC!
111297504,Southern Fulton SD,SD,Fulton,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,*,0,0,0,0,0,0,*,0,0,0,0,0,*,,#CALC!
111297504,Southern Fulton SD,SD,Fulton,White,0,0,0,0,0,0,0,0,51,43,52,47,50,54,51,56,64,57,46,45,42,658,,#CALC!
111317503,Southern Huntingdon County SD,SD,Huntingdon,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
111317503,Southern Huntingdon County SD,SD,Huntingdon,Asian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
111317503,Southern Huntingdon County SD,SD,Huntingdon,Black or African American,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,*,*,0,0,*,*,,#CALC!
111317503,Southern Huntingdon County SD,SD,Huntingdon,Hispanic,0,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,0,26,,#CALC!
111317503,Southern Huntingdon County SD,SD,Huntingdon,Multi-Racial,0,0,0,0,0,0,0,0,*,*,*,0,0,*,0,*,*,0,0,0,0,10,,#CALC!
111317503,Southern Huntingdon County SD,SD,Huntingdon,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
111317503,Southern Huntingdon County SD,SD,Huntingdon,White,0,0,0,0,0,0,0,0,55,72,69,75,76,78,79,81,78,97,85,86,84,"1,015",,#CALC!
121395703,Southern Lehigh SD,SD,Lehigh,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,*,*,0,*,*,0,0,0,*,0,*,,#CALC!
121395703,Southern Lehigh SD,SD,Lehigh,Asian,0,0,0,0,0,0,*,*,0,11,14,17,20,15,18,11,26,23,13,*,23,210,,#CALC!
121395703,Southern Lehigh SD,SD,Lehigh,Black or African American,0,0,0,0,0,0,*,*,0,*,*,*,*,*,*,*,*,*,*,*,*,48,,#CALC!
121395703,Southern Lehigh SD,SD,Lehigh,Hispanic,0,0,0,0,0,0,*,*,0,*,17,24,10,22,14,13,12,21,21,21,21,213,,#CALC!
121395703,Southern Lehigh SD,SD,Lehigh,Multi-Racial,0,0,0,0,0,0,*,*,0,19,*,*,*,*,*,0,*,*,*,0,*,62,,#CALC!
121395703,Southern Lehigh SD,SD,Lehigh,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,*,0,0,*,0,0,0,*,*,0,0,*,*,0,*,,#CALC!
121395703,Southern Lehigh SD,SD,Lehigh,White,0,0,0,0,0,0,66,73,0,208,170,181,186,181,207,204,187,230,198,222,222,"2,535",,#CALC!
117597003,Southern Tioga SD,SD,Tioga,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,0,0,0,0,*,,#CALC!
117597003,Southern Tioga SD,SD,Tioga,Asian,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,*,0,0,0,*,*,*,,#CALC!
117597003,Southern Tioga SD,SD,Tioga,Black or African American,0,0,0,0,0,0,0,0,*,0,*,*,*,*,*,*,0,0,0,0,0,17,,#CALC!
117597003,Southern Tioga SD,SD,Tioga,Hispanic,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,40,,#CALC!
117597003,Southern Tioga SD,SD,Tioga,Multi-Racial,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,0,25,,#CALC!
117597003,Southern Tioga SD,SD,Tioga,Native Hawaiian or other Pacific Islander(not hispanic),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#CALC!
117597003,Southern Tioga SD,SD,Tioga,White,0,0,0,0,0,0,0,0,134,131,120,121,124,124,134,114,108,136,134,99,133,"1,612",,#CALC!
112676503,Southern York County SD,SD,York,American Indian / Alaskan Native,0,0,0,0,0,0,0,0,*,0,0,0,*,0,0,*,*,0,*,0,*,*,,#CALC!
112676503,Southern York County SD,SD,York,Asian,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,*,*,*,*,*,26,,#CALC!
112676503,Southern York County SD,SD,York,Black or African American,0,0,0,0,0,0,0,0,*,*,*,*,*,10,10,*,13,12,15,*,14,124,,#CALC!
112676503,Southern York County SD,SD,York,Hispanic,0,0,0,0,0,0,0,0,10,*,10,12,11,*,12,*,*,10,10,15,*,119,,#CALC!
